frame,mode,mae,psnr,temporal_delta_residual
8,profile-0,1.7754325866699219,31.97221425343382,0.0
8,profile-1,1.7754325866699219,31.97221425343382,0.0
9,O-1X,1.7754325866699219,31.97221425343382,0.0
9,O-T2X-R,1.625012993812561,33.25888850060513,0.0
9,profile-0,1.7754325866699219,31.97221425343382,0.0
9,profile-1,1.7754325866699219,31.97221425343382,0.0
10,O-1X,1.7754325866699219,31.97221425343382,0.0
10,O-T2X-R,1.625012993812561,33.25888850060513,0.0
10,profile-0,1.7754325866699219,31.97221425343382,0.0
10,profile-1,1.7754325866699219,31.97221425343382,0.0
11,O-1X,1.7754325866699219,31.97221425343382,0.0
11,O-T2X-R,1.625012993812561,33.25888850060513,0.0
11,profile-0,1.7754325866699219,31.97221425343382,0.0
11,profile-1,1.7754325866699219,31.97221425343382,0.0
12,O-1X,1.7754325866699219,31.97221425343382,0.0
12,O-T2X-R,1.625012993812561,33.25888850060513,0.0
12,profile-0,1.7754325866699219,31.97221425343382,0.0
12,profile-1,1.7754325866699219,31.97221425343382,0.0
13,O-1X,1.7754325866699219,31.97221425343382,0.0
13,O-T2X-R,1.625012993812561,33.25888850060513,0.0
13,profile-0,1.7754325866699219,31.97221425343382,0.0
13,profile-1,1.7754325866699219,31.97221425343382,0.0
14,O-1X,1.7754325866699219,31.97221425343382,0.0
14,O-T2X-R,1.625012993812561,33.25888850060513,0.0
14,profile-0,1.7754325866699219,31.97221425343382,0.0
14,profile-1,1.7754325866699219,31.97221425343382,0.0
15,O-1X,1.7754325866699219,31.97221425343382,0.0
15,O-T2X-R,1.625012993812561,33.25888850060513,0.0
15,profile-0,1.7754325866699219,31.97221425343382,0.0
15,profile-1,1.7754325866699219,31.97221425343382,0.0
16,O-1X,1.7754325866699219,31.97221425343382,0.0
16,O-T2X-R,1.625012993812561,33.25888850060513,0.0
16,profile-0,1.7754325866699219,31.97221425343382,0.0
16,profile-1,1.7754325866699219,31.97221425343382,0.0
17,O-1X,1.7754325866699219,31.97221425343382,0.0
17,O-T2X-R,1.625012993812561,33.25888850060513,0.0
17,profile-0,1.7754325866699219,31.97221425343382,0.0
17,profile-1,1.7754325866699219,31.97221425343382,0.0
18,O-1X,1.7754325866699219,31.97221425343382,0.0
18,O-T2X-R,1.625012993812561,33.25888850060513,0.0
18,profile-0,1.7754325866699219,31.97221425343382,0.0
18,profile-1,1.7754325866699219,31.97221425343382,0.0
19,O-1X,1.7754325866699219,31.97221425343382,0.0
19,O-T2X-R,1.625012993812561,33.25888850060513,0.0
19,profile-0,1.7754325866699219,31.97221425343382,0.0
19,profile-1,1.7754325866699219,31.97221425343382,0.0
20,O-1X,1.7754325866699219,31.97221425343382,0.0
20,O-T2X-R,1.625012993812561,33.25888850060513,0.0
20,profile-0,1.7754325866699219,31.97221425343382,0.0
20,profile-1,1.7754325866699219,31.97221425343382,0.0
21,O-1X,1.7754325866699219,31.97221425343382,0.0
21,O-T2X-R,1.625012993812561,33.25888850060513,0.0
21,profile-0,1.7754325866699219,31.97221425343382,0.0
21,profile-1,1.7754325866699219,31.97221425343382,0.0
22,O-1X,1.7754325866699219,31.97221425343382,0.0
22,O-T2X-R,1.625012993812561,33.25888850060513,0.0
22,profile-0,1.7754325866699219,31.97221425343382,0.0
22,profile-1,1.7754325866699219,31.97221425343382,0.0
23,O-1X,1.7754325866699219,31.97221425343382,0.0
23,O-T2X-R,1.625012993812561,33.25888850060513,0.0
23,profile-0,1.7754325866699219,31.97221425343382,0.0
23,profile-1,1.7754325866699219,31.97221425343382,0.0
24,O-1X,1.7754325866699219,31.97221425343382,0.0
24,O-T2X-R,1.625012993812561,33.25888850060513,0.0
24,profile-0,1.7754325866699219,31.97221425343382,0.0
24,profile-1,1.7754325866699219,31.97221425343382,0.0
25,O-1X,1.7754325866699219,31.97221425343382,0.0
25,O-T2X-R,1.625012993812561,33.25888850060513,0.0
25,profile-0,1.7754325866699219,31.97221425343382,0.0
25,profile-1,1.7754325866699219,31.97221425343382,0.0
26,O-1X,1.7754325866699219,31.97221425343382,0.0
26,O-T2X-R,1.625012993812561,33.25888850060513,0.0
26,profile-0,1.7754325866699219,31.97221425343382,0.0
26,profile-1,1.7754325866699219,31.97221425343382,0.0
27,O-1X,1.7754325866699219,31.97221425343382,0.0
27,O-T2X-R,1.625012993812561,33.25888850060513,0.0
27,profile-0,1.7754325866699219,31.97221425343382,0.0
27,profile-1,1.7754325866699219,31.97221425343382,0.0
28,O-1X,1.7754325866699219,31.97221425343382,0.0
28,O-T2X-R,1.625012993812561,33.25888850060513,0.0
28,profile-0,1.7754325866699219,31.97221425343382,0.0
28,profile-1,1.7754325866699219,31.97221425343382,0.0
29,O-1X,1.7754325866699219,31.97221425343382,0.0
29,O-T2X-R,1.625012993812561,33.25888850060513,0.0
29,profile-0,1.7754325866699219,31.97221425343382,0.0
29,profile-1,1.7754325866699219,31.97221425343382,0.0
30,O-1X,1.7754325866699219,31.97221425343382,0.0
30,O-T2X-R,1.625012993812561,33.25888850060513,0.0
30,profile-0,1.7754325866699219,31.97221425343382,0.0
30,profile-1,1.7754325866699219,31.97221425343382,0.0
31,O-1X,1.7754325866699219,31.97221425343382,0.0
31,O-T2X-R,1.625012993812561,33.25888850060513,0.0
31,profile-0,1.7754325866699219,31.97221425343382,0.0
31,profile-1,1.7754325866699219,31.97221425343382,0.0
32,O-1X,1.7754325866699219,31.97221425343382,0.0
32,O-T2X-R,1.625012993812561,33.25888850060513,0.0
32,profile-0,1.7754325866699219,31.97221425343382,0.0
32,profile-1,1.7754325866699219,31.97221425343382,0.0
33,O-1X,1.7754325866699219,31.97221425343382,0.0
33,O-T2X-R,1.625012993812561,33.25888850060513,0.0
33,profile-0,1.7754325866699219,31.97221425343382,0.0
33,profile-1,1.7754325866699219,31.97221425343382,0.0
34,O-1X,1.7754325866699219,31.97221425343382,0.0
34,O-T2X-R,1.625012993812561,33.25888850060513,0.0
34,profile-0,1.7754325866699219,31.97221425343382,0.0
34,profile-1,1.7754325866699219,31.97221425343382,0.0
35,O-1X,1.7754325866699219,31.97221425343382,0.0
35,O-T2X-R,1.625012993812561,33.25888850060513,0.0
35,profile-0,1.7754325866699219,31.97221425343382,0.0
35,profile-1,1.7754325866699219,31.97221425343382,0.0
36,O-1X,1.7754325866699219,31.97221425343382,0.0
36,O-T2X-R,1.625012993812561,33.25888850060513,0.0
36,profile-0,1.7754325866699219,31.97221425343382,0.0
36,profile-1,1.7754325866699219,31.97221425343382,0.0
37,O-1X,1.7754325866699219,31.97221425343382,0.0
37,O-T2X-R,1.625012993812561,33.25888850060513,0.0
37,profile-0,1.7754325866699219,31.97221425343382,0.0
37,profile-1,1.7754325866699219,31.97221425343382,0.0
38,O-1X,1.7754325866699219,31.97221425343382,0.0
38,O-T2X-R,1.625012993812561,33.25888850060513,0.0
38,profile-0,1.7754325866699219,31.97221425343382,0.0
38,profile-1,1.7754325866699219,31.97221425343382,0.0
39,O-1X,1.7754325866699219,31.97221425343382,0.0
39,O-T2X-R,1.625012993812561,33.25888850060513,0.0
39,profile-0,1.7754325866699219,31.97221425343382,0.0
39,profile-1,1.7754325866699219,31.97221425343382,0.0
40,O-1X,1.7754325866699219,31.97221425343382,0.0
40,O-T2X-R,1.625012993812561,33.25888850060513,0.0
40,profile-0,1.7754325866699219,31.97221425343382,0.0
40,profile-1,1.7754325866699219,31.97221425343382,0.0
41,O-1X,1.7754325866699219,31.97221425343382,0.0
41,O-T2X-R,1.625012993812561,33.25888850060513,0.0
41,profile-0,1.7754325866699219,31.97221425343382,0.0
41,profile-1,1.7754325866699219,31.97221425343382,0.0
42,O-1X,1.7754325866699219,31.97221425343382,0.0
42,O-T2X-R,1.625012993812561,33.25888850060513,0.0
42,profile-0,1.7754325866699219,31.97221425343382,0.0
42,profile-1,1.7754325866699219,31.97221425343382,0.0
43,O-1X,1.7754325866699219,31.97221425343382,0.0
43,O-T2X-R,1.625012993812561,33.25888850060513,0.0
43,profile-0,1.7754325866699219,31.97221425343382,0.0
43,profile-1,1.7754325866699219,31.97221425343382,0.0
44,O-1X,1.7754325866699219,31.97221425343382,0.0
44,O-T2X-R,1.625012993812561,33.25888850060513,0.0
44,profile-0,1.7754325866699219,31.97221425343382,0.0
44,profile-1,1.7754325866699219,31.97221425343382,0.0
45,O-1X,1.7754325866699219,31.97221425343382,0.0
45,O-T2X-R,1.625012993812561,33.25888850060513,0.0
45,profile-0,1.7754325866699219,31.97221425343382,0.0
45,profile-1,1.7754325866699219,31.97221425343382,0.0
46,O-1X,1.7754325866699219,31.97221425343382,0.0
46,O-T2X-R,1.625012993812561,33.25888850060513,0.0
46,profile-0,1.7754325866699219,31.97221425343382,0.0
46,profile-1,1.7754325866699219,31.97221425343382,0.0
47,O-1X,1.7754325866699219,31.97221425343382,0.0
47,O-T2X-R,1.625012993812561,33.25888850060513,0.0
47,profile-0,1.7754325866699219,31.97221425343382,0.0
47,profile-1,1.7754325866699219,31.97221425343382,0.0
48,O-1X,1.7754325866699219,31.97221425343382,0.0
48,O-T2X-R,1.625012993812561,33.25888850060513,0.0
48,profile-0,1.7754325866699219,31.97221425343382,0.0
48,profile-1,1.7754325866699219,31.97221425343382,0.0
49,O-1X,1.7754325866699219,31.97221425343382,0.0
49,O-T2X-R,1.625012993812561,33.25888850060513,0.0
49,profile-0,1.7754325866699219,31.97221425343382,0.0
49,profile-1,1.7754325866699219,31.97221425343382,0.0
50,O-1X,1.7754325866699219,31.97221425343382,0.0
50,O-T2X-R,1.625012993812561,33.25888850060513,0.0
50,profile-0,1.7754325866699219,31.97221425343382,0.0
50,profile-1,1.7754325866699219,31.97221425343382,0.0
51,O-1X,1.7754325866699219,31.97221425343382,0.0
51,O-T2X-R,1.625012993812561,33.25888850060513,0.0
51,profile-0,1.7754325866699219,31.97221425343382,0.0
51,profile-1,1.7754325866699219,31.97221425343382,0.0
52,O-1X,1.7754325866699219,31.97221425343382,0.0
52,O-T2X-R,1.625012993812561,33.25888850060513,0.0
52,profile-0,1.7754325866699219,31.97221425343382,0.0
52,profile-1,1.7754325866699219,31.97221425343382,0.0
53,O-1X,1.7754325866699219,31.97221425343382,0.0
53,O-T2X-R,1.625012993812561,33.25888850060513,0.0
53,profile-0,1.7754325866699219,31.97221425343382,0.0
53,profile-1,1.7754325866699219,31.97221425343382,0.0
54,O-1X,1.7754325866699219,31.97221425343382,0.0
54,O-T2X-R,1.625012993812561,33.25888850060513,0.0
54,profile-0,1.7754325866699219,31.97221425343382,0.0
54,profile-1,1.7754325866699219,31.97221425343382,0.0
55,O-1X,1.7754325866699219,31.97221425343382,0.0
55,O-T2X-R,1.625012993812561,33.25888850060513,0.0
55,profile-0,1.7754325866699219,31.97221425343382,0.0
55,profile-1,1.7754325866699219,31.97221425343382,0.0
56,O-1X,1.7754325866699219,31.97221425343382,0.0
56,O-T2X-R,1.625012993812561,33.25888850060513,0.0
56,profile-0,1.7754325866699219,31.97221425343382,0.0
56,profile-1,1.7754325866699219,31.97221425343382,0.0
57,O-1X,1.7754325866699219,31.97221425343382,0.0
57,O-T2X-R,1.625012993812561,33.25888850060513,0.0
57,profile-0,1.7754325866699219,31.97221425343382,0.0
57,profile-1,1.7754325866699219,31.97221425343382,0.0
58,O-1X,1.7754325866699219,31.97221425343382,0.0
58,O-T2X-R,1.625012993812561,33.25888850060513,0.0
58,profile-0,1.7754325866699219,31.97221425343382,0.0
58,profile-1,1.7754325866699219,31.97221425343382,0.0
59,O-1X,1.7754325866699219,31.97221425343382,0.0
59,O-T2X-R,1.625012993812561,33.25888850060513,0.0
59,profile-0,1.7754325866699219,31.97221425343382,0.0
59,profile-1,1.7754325866699219,31.97221425343382,0.0
60,O-1X,1.774896264076233,31.975133326641828,0.04204291105270386
60,O-T2X-R,1.6285184621810913,33.24899639129977,0.09615170210599899
60,profile-0,1.77402663230896,31.980097806492562,0.036254506558179855
60,profile-1,1.7736334800720215,31.981570404998916,0.03304159268736839
61,O-1X,1.7759917974472046,31.9796966772774,0.1986059844493866
61,O-T2X-R,1.6411101818084717,33.210448855457024,0.3202431797981262
61,profile-0,1.7695926427841187,32.01094757478828,0.16982205212116241
61,profile-1,1.7661126852035522,32.03862670723504,0.15570133924484253
62,O-1X,1.7768163681030273,31.958740853012984,0.415773868560791
62,O-T2X-R,1.63551664352417,33.26241741411319,0.6438288688659668
62,profile-0,1.756493091583252,32.08292455963143,0.3483649492263794
62,profile-1,1.7453734874725342,32.178567646829265,0.3181021511554718
63,O-1X,1.7794049978256226,31.942863512643736,0.6720890402793884
63,O-T2X-R,1.6863378286361694,33.02265841849637,0.8258357644081116
63,profile-0,1.73587965965271,32.22652266176298,0.550932765007019
63,profile-1,1.7125284671783447,32.44066314512619,0.4971223473548889
64,O-1X,1.787757396697998,31.901415369188527,0.9362576007843018
64,O-T2X-R,1.658083438873291,33.19502347181559,1.1703366041183472
64,profile-0,1.7200959920883179,32.36666411876351,0.752831220626831
64,profile-1,1.6795125007629395,32.75240521500157,0.668411135673523
65,O-1X,1.7829431295394897,31.90913890619266,1.1969780921936035
65,O-T2X-R,1.7608717679977417,32.74354101125549,1.1983410120010376
65,profile-0,1.7028448581695557,32.5109180071313,0.9400691986083984
65,profile-1,1.6433966159820557,33.075802348150376,0.826641857624054
66,O-1X,1.7797566652297974,31.949568209083104,1.4511847496032715
66,O-T2X-R,1.7149044275283813,33.08610395430572,1.5993674993515015
66,profile-0,1.7108135223388672,32.54828254736635,1.117323875427246
66,profile-1,1.6325328350067139,33.25379384277136,0.9708208441734314
67,O-1X,1.7718722820281982,31.963294209900095,1.6895724534988403
67,O-T2X-R,1.9173943996429443,32.14824826646607,1.5176165103912354
67,profile-0,1.7287296056747437,32.49173603109233,1.28571355342865
67,profile-1,1.6351791620254517,33.27818744674626,1.1172279119491577
68,O-1X,1.7758499383926392,31.9318603710733,1.8886077404022217
68,O-T2X-R,1.8634474277496338,32.59345731582044,2.122241735458374
68,profile-0,1.7532434463500977,32.37129974898275,1.4532601833343506
68,profile-1,1.6508610248565674,33.23621865838635,1.2724266052246094
69,O-1X,1.7772071361541748,31.93100580470609,2.0597167015075684
69,O-T2X-R,2.1034412384033203,31.6089658793187,1.7862647771835327
69,profile-0,1.7644511461257935,32.3539625087425,1.6220054626464844
69,profile-1,1.6644561290740967,33.22035239183524,1.4406592845916748
70,O-1X,1.7762489318847656,31.983993660891016,2.1703977584838867
70,O-T2X-R,2.104532241821289,31.749691106777863,2.653665542602539
70,profile-0,1.768294334411621,32.39524628052851,1.767555832862854
70,profile-1,1.6694539785385132,33.265153451416396,1.6003750562667847
71,O-1X,1.7744752168655396,31.981094358945732,2.2348222732543945
71,O-T2X-R,2.036816120147705,32.232524355792634,2.2752981185913086
71,profile-0,1.7654080390930176,32.387969500407905,1.898323655128479
71,profile-1,1.6690560579299927,33.266248889645524,1.742336392402649
72,O-1X,1.7779934406280518,31.92724532653855,2.276853084564209
72,O-T2X-R,2.1150941848754883,31.853413050000018,2.8746745586395264
72,profile-0,1.7605805397033691,32.40906533528653,2.012848138809204
72,profile-1,1.6661125421524048,33.30474962383156,1.8696856498718262
73,O-1X,1.775872826576233,31.95757266899522,2.3186826705932617
73,O-T2X-R,1.9422330856323242,32.56609737396169,2.380815029144287
73,profile-0,1.7430987358093262,32.5087156515193,2.111140012741089
73,profile-1,1.6530393362045288,33.36566629312148,1.9765626192092896
74,O-1X,1.78218412399292,31.928991680772832,2.3564236164093018
74,O-T2X-R,1.9730939865112305,32.29298248767887,2.8384227752685547
74,profile-0,1.7412699460983276,32.509080665831085,2.189303159713745
74,profile-1,1.644659161567688,33.39739706408479,2.054656982421875
75,O-1X,1.7798761129379272,31.91550932998031,2.3961150646209717
75,O-T2X-R,1.9621872901916504,32.125318379831455,2.573094129562378
75,profile-0,1.737858772277832,32.49019834609542,2.268205404281616
75,profile-1,1.6389728784561157,33.38432606924821,2.126832962036133
76,O-1X,1.7770099639892578,31.91175749213008,2.441915273666382
76,O-T2X-R,1.9937324523925781,32.054378231146885,2.938628673553467
76,profile-0,1.7451306581497192,32.44389558348765,2.3472259044647217
76,profile-1,1.6425256729125977,33.37829041874884,2.1999125480651855
77,O-1X,1.77410888671875,31.931966110509194,2.5003302097320557
77,O-T2X-R,2.0787367820739746,31.711441025029757,2.836303234100342
77,profile-0,1.757203221321106,32.379665186621935,2.435823917388916
77,profile-1,1.6562799215316772,33.30007615419812,2.279979705810547
78,O-1X,1.7845044136047363,31.910788985127994,2.551042318344116
78,O-T2X-R,2.0857605934143066,31.798558942821597,3.1463420391082764
78,profile-0,1.7766039371490479,32.317847378437214,2.5100555419921875
78,profile-1,1.6711138486862183,33.24513814545882,2.3545618057250977
79,O-1X,1.776548981666565,31.977597984909334,2.589658737182617
79,O-T2X-R,2.130110025405884,31.7504684077832,3.0736258029937744
79,profile-0,1.7794508934020996,32.35546540686579,2.565774440765381
79,profile-1,1.6725914478302002,33.283214504051315,2.401334285736084
80,O-1X,1.7838780879974365,31.938564412279106,2.603374719619751
80,O-T2X-R,2.1440629959106445,31.61734242529322,3.2414212226867676
80,profile-0,1.7741198539733887,32.393481092689555,2.572275400161743
80,profile-1,1.6677097082138062,33.333766014303905,2.4039578437805176
81,O-1X,1.779632329940796,31.915512894144065,2.6281750202178955
81,O-T2X-R,2.0891668796539307,31.74995679922069,3.145962953567505
81,profile-0,1.7704282999038696,32.37213332439483,2.5766379833221436
81,profile-1,1.6628426313400269,33.327044812117805,2.4006361961364746
82,O-1X,1.783130168914795,31.932193101226506,2.643123149871826
82,O-T2X-R,2.069908857345581,31.850602718053782,3.1478545665740967
82,profile-0,1.7661967277526855,32.40351931946383,2.5803186893463135
82,profile-1,1.6579344272613525,33.36857525463884,2.393537998199463
83,O-1X,1.77070951461792,31.990584110201503,2.6465671062469482
83,O-T2X-R,2.0637576580047607,31.872580393350773,3.1191978454589844
83,profile-0,1.7492433786392212,32.48402596033621,2.5657289028167725
83,profile-1,1.64448082447052,33.416057179217745,2.379896879196167
84,O-1X,1.7857277393341064,31.883989670401686,2.653926134109497
84,O-T2X-R,2.0541751384735107,31.965197324906317,3.104212760925293
84,profile-0,1.7594724893569946,32.41780665051356,2.5650267601013184
84,profile-1,1.6509770154953003,33.382689371022195,2.3776397705078125
85,O-1X,1.7773057222366333,31.949760996027265,2.6656439304351807
85,O-T2X-R,2.128239631652832,31.724825457527963,3.176612138748169
85,profile-0,1.758896827697754,32.44103365808235,2.5773985385894775
85,profile-1,1.647209882736206,33.40122353876252,2.3889927864074707
86,O-1X,1.7711759805679321,31.95824090697701,2.6667673587799072
86,O-T2X-R,2.115241527557373,31.825075117615413,3.214700698852539
86,profile-0,1.7504512071609497,32.48448867538634,2.5847976207733154
86,profile-1,1.6431388854980469,33.4379421128325,2.3973119258880615
87,O-1X,1.7738053798675537,31.95399968088504,2.669227123260498
87,O-T2X-R,2.093540668487549,31.876519483993775,3.210296869277954
87,profile-0,1.7463566064834595,32.52483362537133,2.5880558490753174
87,profile-1,1.6443959474563599,33.47697157654147,2.4083411693573
88,O-1X,1.7606114149093628,31.994798314914462,2.6659023761749268
88,O-T2X-R,2.0752604007720947,31.973183715579516,3.184692144393921
88,profile-0,1.7328319549560547,32.555786385041756,2.5823609828948975
88,profile-1,1.6265137195587158,33.527561270988706,2.4072494506835938
89,O-1X,1.76065993309021,31.988023884161613,2.6709179878234863
89,O-T2X-R,2.071561813354492,31.927292580463288,3.183082103729248
89,profile-0,1.7319135665893555,32.57234659703833,2.584136724472046
89,profile-1,1.6247937679290771,33.55146359076083,2.405000686645508
90,O-1X,1.7563896179199219,31.981401933411373,2.6767094135284424
90,O-T2X-R,2.078197956085205,31.913998783913925,3.189682960510254
90,profile-0,1.73213529586792,32.529385387221865,2.592634677886963
90,profile-1,1.623907446861267,33.513949291734875,2.4127769470214844
91,O-1X,1.7476534843444824,32.05610652567988,2.6730313301086426
91,O-T2X-R,2.108736991882324,31.860685576063975,3.2206673622131348
91,profile-0,1.7319443225860596,32.5638277838092,2.6016685962677
91,profile-1,1.6257271766662598,33.53272067455944,2.4226770401000977
92,O-1X,1.7436994314193726,32.13113387858001,2.6702775955200195
92,O-T2X-R,2.1128039360046387,31.853950658533762,3.262606143951416
92,profile-0,1.7292115688323975,32.620030666487445,2.6045219898223877
92,profile-1,1.625267505645752,33.5708689208873,2.428403854370117
93,O-1X,1.746068000793457,32.07776597336674,2.674330234527588
93,O-T2X-R,2.083362579345703,31.981089936465214,3.244448184967041
93,profile-0,1.7261340618133545,32.60927875432148,2.6142544746398926
93,profile-1,1.621039867401123,33.58564669836702,2.4364588260650635
94,O-1X,1.7364468574523926,32.13052588746544,2.675105094909668
94,O-T2X-R,2.0786662101745605,31.913170285446046,3.219270944595337
94,profile-0,1.7131131887435913,32.67182114602703,2.6070940494537354
94,profile-1,1.6087948083877563,33.62574322389486,2.4282968044281006
95,O-1X,1.7268940210342407,32.171648511125355,2.666551351547241
95,O-T2X-R,2.1009960174560547,31.864177885558224,3.2437644004821777
95,profile-0,1.711899757385254,32.679955825669154,2.600653886795044
95,profile-1,1.6074186563491821,33.64390366564202,2.4239585399627686
96,O-1X,1.7286306619644165,32.17877339687468,2.668793201446533
96,O-T2X-R,2.0969066619873047,31.8750400916889,3.261723279953003
96,profile-0,1.7150055170059204,32.68926933758254,2.611191511154175
96,profile-1,1.6091387271881104,33.67178356203732,2.4337759017944336
97,O-1X,1.7205249071121216,32.226570308887865,2.664475202560425
97,O-T2X-R,2.0810256004333496,32.04140854672361,3.25700306892395
97,profile-0,1.706398367881775,32.74072805148641,2.61183762550354
97,profile-1,1.6061427593231201,33.68562869631973,2.437709331512451
98,O-1X,1.720535397529602,32.23079170607176,2.6639404296875
98,O-T2X-R,2.068356990814209,32.0581686190127,3.2275476455688477
98,profile-0,1.7062640190124512,32.73742160912017,2.6101346015930176
98,profile-1,1.6030969619750977,33.69878033832951,2.438795328140259
99,O-1X,1.7078408002853394,32.27995241135146,2.655498504638672
99,O-T2X-R,2.0836594104766846,31.947159692454342,3.244671106338501
99,profile-0,1.6969847679138184,32.7702184605053,2.606583833694458
99,profile-1,1.5954365730285645,33.725878689742714,2.436164140701294
100,O-1X,1.7092252969741821,32.27604699782732,2.6547303199768066
100,O-T2X-R,2.087752342224121,31.937466917760293,3.256218671798706
100,profile-0,1.6973869800567627,32.76882188461913,2.608795166015625
100,profile-1,1.594956398010254,33.74825920985542,2.4388723373413086
101,O-1X,1.6972686052322388,32.33838625703912,2.6495249271392822
101,O-T2X-R,2.081782102584839,32.010158253291706,3.273449182510376
101,profile-0,1.6903738975524902,32.80190279834424,2.6086385250091553
101,profile-1,1.5915143489837646,33.76392632318656,2.4390692710876465
102,O-1X,1.700069785118103,32.37975464706775,2.6459569931030273
102,O-T2X-R,2.0604140758514404,32.120589958588276,3.2391343116760254
102,profile-0,1.688139796257019,32.87756476871656,2.603353500366211
102,profile-1,1.592310905456543,33.813425272853635,2.4380104541778564
103,O-1X,1.6871885061264038,32.40487280202813,2.640280246734619
103,O-T2X-R,2.0635673999786377,32.06197091951644,3.235325813293457
103,profile-0,1.6746699810028076,32.9295428307814,2.5949018001556396
103,profile-1,1.5788809061050415,33.87231403954555,2.432779312133789
104,O-1X,1.688018560409546,32.44435717345771,2.6303279399871826
104,O-T2X-R,2.0833237171173096,32.019181257146926,3.247046709060669
104,profile-0,1.6768739223480225,32.94469690408662,2.5887539386749268
104,profile-1,1.5819463729858398,33.86589501615829,2.428314685821533
105,O-1X,1.6835200786590576,32.4419008445314,2.6301968097686768
105,O-T2X-R,2.068812370300293,32.14715580551087,3.258291721343994
105,profile-0,1.6723395586013794,32.96101278103129,2.5885231494903564
105,profile-1,1.579183578491211,33.87244423204639,2.4312260150909424
106,O-1X,1.6718840599060059,32.50417052484934,2.6225056648254395
106,O-T2X-R,2.0588793754577637,32.21537442860058,3.2380404472351074
106,profile-0,1.6614923477172852,33.016600016972426,2.580209732055664
106,profile-1,1.5693432092666626,33.926533191574464,2.4232699871063232
107,O-1X,1.659663200378418,32.55557207188574,2.6076407432556152
107,O-T2X-R,2.057952404022217,32.07319866033271,3.239205837249756
107,profile-0,1.6521530151367188,33.038661032956284,2.5699732303619385
107,profile-1,1.5592964887619019,33.96696172073023,2.4148027896881104
108,O-1X,1.6581783294677734,32.585385408053014,2.6016933917999268
108,O-T2X-R,2.0666706562042236,32.00811882511667,3.254408359527588
108,profile-0,1.654005527496338,33.048405715985055,2.5684566497802734
108,profile-1,1.5638628005981445,33.95613077111755,2.4138386249542236
109,O-1X,1.6490155458450317,32.57935641908648,2.6014983654022217
109,O-T2X-R,2.0507729053497314,32.21505449723441,3.2510480880737305
109,profile-0,1.647610068321228,33.022518914855546,2.575188159942627
109,profile-1,1.5557143688201904,33.96959861342295,2.417825698852539
110,O-1X,1.648390769958496,32.569995926224806,2.597654104232788
110,O-T2X-R,2.0424957275390625,32.21694939456008,3.23634672164917
110,profile-0,1.6426256895065308,33.070485668782474,2.568809986114502
110,profile-1,1.5550570487976074,33.959590985246535,2.4171764850616455
111,O-1X,1.6349835395812988,32.652034588493294,2.5873889923095703
111,O-T2X-R,2.044902801513672,32.156575451600226,3.2334063053131104
111,profile-0,1.63400399684906,33.09984963477225,2.5588247776031494
111,profile-1,1.5443413257598877,34.02100767481573,2.409318685531616
112,O-1X,1.638946771621704,32.664771190359644,2.586064338684082
112,O-T2X-R,2.049268960952759,32.112525355311256,3.24782657623291
112,profile-0,1.6409138441085815,33.092936300237,2.5630671977996826
112,profile-1,1.5517041683197021,34.0066114643387,2.4110279083251953
113,O-1X,1.635469913482666,32.638086276429625,2.592289924621582
113,O-T2X-R,2.0490190982818604,32.24214571742762,3.2536187171936035
113,profile-0,1.6336416006088257,33.10085498819597,2.5719075202941895
