frame,mode,mae,psnr,temporal_delta_residual
113,profile-1,1.5448641777038574,34.03086440185332,2.4181535243988037
114,O-1X,1.6346997022628784,32.68086781022395,2.588921308517456
114,O-T2X-R,2.048069715499878,32.23833812525277,3.2530088424682617
114,profile-0,1.6335633993148804,33.14311615761876,2.569883108139038
114,profile-1,1.5467525720596313,34.06196177482262,2.4167580604553223
115,O-1X,1.6192388534545898,32.72388081472278,2.57761549949646
115,O-T2X-R,2.046675682067871,32.1699773464086,3.2569420337677
115,profile-0,1.6149272918701172,33.200129193429994,2.55684494972229
115,profile-1,1.5309275388717651,34.107659999875665,2.408399820327759
116,O-1X,1.6080875396728516,32.77845229217297,2.5565741062164307
116,O-T2X-R,2.044696807861328,32.17518742081917,3.2530434131622314
116,profile-0,1.6048834323883057,33.24234453721067,2.533040761947632
116,profile-1,1.521601676940918,34.14352344854861,2.3904244899749756
117,O-1X,1.5823087692260742,32.92970238818935,2.5288710594177246
117,O-T2X-R,2.0127243995666504,32.41991044264744,3.2299301624298096
117,profile-0,1.5790531635284424,33.406684860322365,2.5061755180358887
117,profile-1,1.4979134798049927,34.300264990768746,2.3665618896484375
118,O-1X,1.5646579265594482,33.030680000547264,2.4970438480377197
118,O-T2X-R,1.991502046585083,32.53495803075518,3.1866891384124756
118,profile-0,1.5630459785461426,33.51750820790757,2.473973512649536
118,profile-1,1.4834986925125122,34.40612096268352,2.3380086421966553
119,O-1X,1.5484939813613892,33.090325808058225,2.4702577590942383
119,O-T2X-R,1.9970359802246094,32.50790582880873,3.1784162521362305
119,profile-0,1.545137643814087,33.58249568521531,2.4489452838897705
119,profile-1,1.4667320251464844,34.46742669814245,2.3160834312438965
120,O-1X,1.5258880853652954,33.171837967991756,2.4403133392333984
120,O-T2X-R,1.9709627628326416,32.554839723877464,3.1614348888397217
120,profile-0,1.5242587327957153,33.64080173088476,2.419668674468994
120,profile-1,1.449924349784851,34.50193840283836,2.2917001247406006
121,O-1X,1.503090500831604,33.30543730710508,2.4094388484954834
121,O-T2X-R,1.9520739316940308,32.65599042430744,3.1312410831451416
121,profile-0,1.5039935111999512,33.744963279601805,2.393160820007324
121,profile-1,1.4335052967071533,34.57511782425311,2.2705674171447754
122,O-1X,1.4896818399429321,33.3561967015007,2.38352370262146
122,O-T2X-R,1.928715705871582,32.81918037997117,3.0984649658203125
122,profile-0,1.4903630018234253,33.83597985424803,2.3682668209075928
122,profile-1,1.4202512502670288,34.683187023227134,2.2497622966766357
123,O-1X,1.4769141674041748,33.41676467516169,2.368307113647461
123,O-T2X-R,1.9221009016036987,32.9155251835964,3.0714356899261475
123,profile-0,1.4766734838485718,33.88698476167913,2.3517231941223145
123,profile-1,1.405760407447815,34.77790887215353,2.232861042022705
124,O-1X,1.456905484199524,33.441456423965136,2.3450608253479004
124,O-T2X-R,1.9065669775009155,32.94412224474324,3.056974172592163
124,profile-0,1.456878423690796,33.91409612550705,2.3329062461853027
124,profile-1,1.3874527215957642,34.79895370354933,2.214294910430908
125,O-1X,1.4406923055648804,33.50446404177123,2.318018674850464
125,O-T2X-R,1.8976835012435913,32.85517706655341,3.0402026176452637
125,profile-0,1.4438279867172241,33.96819118198751,2.308274030685425
125,profile-1,1.3773117065429688,34.83371187445623,2.1943135261535645
126,O-1X,1.429564118385315,33.51161785691596,2.298147439956665
126,O-T2X-R,1.894642949104309,32.89699097380687,3.025212287902832
126,profile-0,1.4299980401992798,33.99310840108352,2.288475275039673
126,profile-1,1.3642116785049438,34.841924319717734,2.1772773265838623
127,O-1X,1.4186021089553833,33.58993245256846,2.2815213203430176
127,O-T2X-R,1.8817744255065918,33.0457781779628,3.0162556171417236
127,profile-0,1.4191207885742188,34.06095405122684,2.2673287391662598
127,profile-1,1.359987497329712,34.84031607815841,2.1652908325195312
128,O-1X,1.4012806415557861,33.59587145639478,2.255850315093994
128,O-T2X-R,1.8679125308990479,33.07970973643186,2.9768214225769043
128,profile-0,1.402015209197998,34.06257496166487,2.2415597438812256
128,profile-1,1.3416435718536377,34.86760739047945,2.1443400382995605
129,O-1X,1.3898496627807617,33.634400646914024,2.230756998062134
129,O-T2X-R,1.8624714612960815,33.11028698226714,2.95889949798584
129,profile-0,1.3884433507919312,34.128703510111805,2.2206778526306152
129,profile-1,1.3266582489013672,34.95630973037728,2.1197075843811035
130,O-1X,1.3694868087768555,33.72865300880663,2.207807779312134
130,O-T2X-R,1.8465137481689453,33.11654155731094,2.927262306213379
130,profile-0,1.3688499927520752,34.19851060728467,2.1944127082824707
130,profile-1,1.3087934255599976,35.02364876018191,2.0949864387512207
131,O-1X,1.3638840913772583,33.69084029166245,2.1923294067382812
131,O-T2X-R,1.8299576044082642,33.160514064489,2.91178035736084
131,profile-0,1.3624192476272583,34.16162546508247,2.1797568798065186
131,profile-1,1.3050450086593628,34.955140579626246,2.083062171936035
132,O-1X,1.3394029140472412,33.77445278015411,2.170067071914673
132,O-T2X-R,1.8202003240585327,33.117022509451296,2.8711557388305664
132,profile-0,1.337854266166687,34.23468919721744,2.154578447341919
132,profile-1,1.2816009521484375,35.025806138876085,2.0647058486938477
133,O-1X,1.3282301425933838,33.76200141831478,2.1485040187835693
133,O-T2X-R,1.7717665433883667,33.35176715906774,2.840609550476074
133,profile-0,1.3235585689544678,34.24886055035029,2.1311135292053223
133,profile-1,1.265710473060608,35.05480012224889,2.0396876335144043
134,O-1X,1.3046125173568726,33.8620364958433,2.1222615242004395
134,O-T2X-R,1.7747374773025513,33.35105473977041,2.806347370147705
134,profile-0,1.3041738271713257,34.29313726566237,2.105644941329956
134,profile-1,1.2502425909042358,35.07348469384301,2.0159764289855957
135,O-1X,1.286128044128418,33.90888896940014,2.089566707611084
135,O-T2X-R,1.7406779527664185,33.38793453649292,2.7798268795013428
135,profile-0,1.285852313041687,34.353749863853196,2.077904462814331
135,profile-1,1.2312209606170654,35.1475884485465,1.9912168979644775
136,O-1X,1.2697340250015259,34.00737682787807,2.0689034461975098
136,O-T2X-R,1.718181848526001,33.45563758900354,2.742838144302368
136,profile-0,1.2696332931518555,34.461906071530194,2.0608370304107666
136,profile-1,1.2186716794967651,35.23250846655469,1.9745033979415894
137,O-1X,1.240854263305664,34.05204530768983,2.033444404602051
137,O-T2X-R,1.692116141319275,33.56833000885696,2.7079997062683105
137,profile-0,1.2379814386367798,34.52012285074667,2.024718761444092
137,profile-1,1.1859943866729736,35.3229955362786,1.940987467765808
138,O-1X,1.1940993070602417,34.41898025003272,1.9709932804107666
138,O-T2X-R,1.6792187690734863,33.75514650347344,2.668555498123169
138,profile-0,1.1945106983184814,34.86729206973702,1.9600963592529297
138,profile-1,1.1462745666503906,35.679807847678816,1.8786475658416748
139,O-1X,1.163323998451233,34.62745381783031,1.9066442251205444
139,O-T2X-R,1.6370559930801392,34.072454032794816,2.5986955165863037
139,profile-0,1.1578060388565063,35.15389244835151,1.892021894454956
139,profile-1,1.1131770610809326,35.95837156979714,1.8159044981002808
140,O-1X,1.1285606622695923,34.864211961359246,1.856374740600586
140,O-T2X-R,1.6239079236984253,34.2308212507575,2.5370965003967285
140,profile-0,1.127186894416809,35.34284821221743,1.839132308959961
140,profile-1,1.0834226608276367,36.15123369820808,1.769561767578125
141,O-1X,1.0863369703292847,35.15832427755049,1.7984116077423096
141,O-T2X-R,1.5748127698898315,34.483573315907236,2.474138021469116
141,profile-0,1.0892943143844604,35.58359703905477,1.789253830909729
141,profile-1,1.048710584640503,36.38410445602015,1.7214373350143433
142,O-1X,1.0576223134994507,35.284815365798615,1.741544485092163
142,O-T2X-R,1.5261249542236328,34.62323471176596,2.4192821979522705
142,profile-0,1.0593159198760986,35.70717066454573,1.736769199371338
142,profile-1,1.0192993879318237,36.52359296778278,1.6723968982696533
143,O-1X,1.0424845218658447,35.35373093116439,1.7047897577285767
143,O-T2X-R,1.5151780843734741,34.70845040734754,2.3821442127227783
143,profile-0,1.044554352760315,35.821629430712676,1.701160192489624
143,profile-1,1.0066460371017456,36.649636362310424,1.6394761800765991
144,O-1X,1.0243068933486938,35.43293069749224,1.6811699867248535
144,O-T2X-R,1.5025389194488525,34.697341101156894,2.362842559814453
144,profile-0,1.025925636291504,35.90823823333292,1.6765639781951904
144,profile-1,0.9878188967704773,36.72247731563042,1.6149145364761353
145,O-1X,1.0148457288742065,35.461277305884515,1.6587821245193481
145,O-T2X-R,1.509016990661621,34.49002738843444,2.3630096912384033
145,profile-0,1.020495891571045,35.857240854638334,1.6564905643463135
145,profile-1,0.9857565760612488,36.593105785958016,1.5993330478668213
146,O-1X,1.0118122100830078,35.49389349225672,1.652599573135376
146,O-T2X-R,1.4797745943069458,34.65421437948943,2.3553977012634277
146,profile-0,1.0164201259613037,35.88364070314154,1.652251124382019
146,profile-1,0.984844982624054,36.56775128608408,1.598303198814392
147,O-1X,1.0120069980621338,35.39266475123763,1.6507407426834106
147,O-T2X-R,1.479565978050232,34.698943856796674,2.3415632247924805
147,profile-0,1.0129098892211914,35.81560485054608,1.6465778350830078
147,profile-1,0.9780545234680176,36.571750692119515,1.5929402112960815
148,O-1X,1.001847743988037,35.34794114051523,1.6441715955734253
148,O-T2X-R,1.4781363010406494,34.63580617931961,2.337667226791382
148,profile-0,1.0022436380386353,35.76751395992096,1.6372746229171753
148,profile-1,0.9692527651786804,36.50658405079627,1.5827525854110718
149,O-1X,0.9997283816337585,35.30330836311469,1.635989785194397
149,O-T2X-R,1.4593011140823364,34.685883142101915,2.3291544914245605
149,profile-0,0.9998335838317871,35.739479590871966,1.6291048526763916
149,profile-1,0.9666641354560852,36.50484651325869,1.5754612684249878
150,O-1X,0.9996362328529358,35.317949965033634,1.6341298818588257
150,O-T2X-R,1.4623253345489502,34.67658023971965,2.3248684406280518
150,profile-0,0.9994484186172485,35.711315621932165,1.6269398927688599
150,profile-1,0.9691761136054993,36.44352395060268,1.5768574476242065
151,O-1X,0.9989076256752014,35.30348072704282,1.6342401504516602
151,O-T2X-R,1.482547402381897,34.513704608202985,2.3241965770721436
151,profile-0,0.998133659362793,35.73569467375389,1.6278778314590454
151,profile-1,0.9703884720802307,36.469435698842915,1.581457257270813
152,O-1X,0.9732473492622375,35.33201748162652,1.622212290763855
152,O-T2X-R,1.4647637605667114,34.427735560015485,2.324063777923584
152,profile-0,0.9739608764648438,35.77143161053912,1.6128431558609009
152,profile-1,0.9477681517601013,36.454929437251764,1.5700620412826538
153,O-1X,0.945750892162323,35.37462549905471,1.577175498008728
153,O-T2X-R,1.4150089025497437,34.846934617794176,2.2781269550323486
153,profile-0,0.9469496011734009,35.812765214139425,1.5737723112106323
153,profile-1,0.9221891164779663,36.507723414024476,1.5333251953125
154,O-1X,0.9249376654624939,35.57771731960099,1.5404088497161865
154,O-T2X-R,1.4032599925994873,34.79176653139452,2.2255499362945557
154,profile-0,0.9290348887443542,35.95995664475493,1.538603663444519
154,profile-1,0.9087874293327332,36.63856125391255,1.502320647239685
155,O-1X,0.910341203212738,35.59030333960202,1.5104687213897705
155,O-T2X-R,1.3969932794570923,34.90330378076904,2.20723557472229
155,profile-0,0.912898600101471,36.00961184662352,1.5110883712768555
155,profile-1,0.8911963701248169,36.72676902840671,1.4776543378829956
156,O-1X,0.8887123465538025,35.74247434180327,1.4807538986206055
156,O-T2X-R,1.3520485162734985,34.913244403385384,2.172468900680542
156,profile-0,0.8958154320716858,36.092427046722065,1.485922932624817
156,profile-1,0.877173662185669,36.767645500975476,1.4552971124649048
157,O-1X,0.8732725977897644,35.748175711357916,1.451047658920288
157,O-T2X-R,1.3420523405075073,35.06653533447205,2.1376254558563232
157,profile-0,0.879908561706543,36.10192743990561,1.4599887132644653
157,profile-1,0.8609957098960876,36.80976307030445,1.430294156074524
158,O-1X,0.8511340022087097,35.76730821983793,1.4260525703430176
158,O-T2X-R,1.3160451650619507,35.130495109176586,2.105074882507324
158,profile-0,0.8565391898155212,36.14826175635055,1.4318662881851196
158,profile-1,0.8380926847457886,36.859235896795404,1.4033011198043823
159,O-1X,0.839860200881958,35.84786053830017,1.3972063064575195
159,O-T2X-R,1.306374430656433,35.18414770740735,2.076704263687134
159,profile-0,0.848476767539978,36.16599410605727,1.4063529968261719
159,profile-1,0.8308261036872864,36.88227035644547,1.3787424564361572
160,O-1X,0.8298638463020325,35.94379843829158,1.3840168714523315
160,O-T2X-R,1.2721185684204102,35.26807200101442,2.0538878440856934
160,profile-0,0.8377283811569214,36.269851647170846,1.3943862915039062
160,profile-1,0.8224311470985413,36.938997019425955,1.369228482246399
161,O-1X,0.8206532597541809,35.83272959278491,1.3721923828125
161,O-T2X-R,1.2609654664993286,35.185379751420605,2.0314736366271973
161,profile-0,0.8265635371208191,36.167441495545624,1.3792340755462646
161,profile-1,0.8093109726905823,36.861719198879335,1.3547301292419434
162,O-1X,0.8054449558258057,35.951665396037896,1.3543293476104736
162,O-T2X-R,1.2390778064727783,35.145728817536245,2.001736879348755
162,profile-0,0.812329113483429,36.29921285910656,1.3605058193206787
162,profile-1,0.7980716824531555,36.91165199945213,1.3369463682174683
163,O-1X,0.8023158311843872,35.96221543394127,1.3384402990341187
163,O-T2X-R,1.2355995178222656,35.14925458409308,1.9853016138076782
163,profile-0,0.8102560043334961,36.27515730347491,1.3499969244003296
163,profile-1,0.7941875457763672,36.93158090057608,1.3281818628311157
164,O-1X,0.799247145652771,35.86898263451408,1.3408745527267456
164,O-T2X-R,1.2109912633895874,35.03411100283438,1.9719724655151367
164,profile-0,0.8051501512527466,36.178030822288285,1.3497443199157715
164,profile-1,0.787034809589386,36.88731334049657,1.3221566677093506
165,O-1X,0.7771104574203491,35.94628025245756,1.3212664127349854
165,O-T2X-R,1.1824816465377808,35.200383128496625,1.9461424350738525
165,profile-0,0.7825605273246765,36.28930966395865,1.3287689685821533
165,profile-1,0.7636423707008362,37.00197125104106,1.2987334728240967
166,O-1X,0.7627595067024231,36.0721632310204,1.2926563024520874
166,O-T2X-R,1.1588568687438965,35.19706980818952,1.9015612602233887
166,profile-0,0.7698975205421448,36.35314124489861,1.3014631271362305
166,profile-1,0.7516849040985107,37.060453120437316,1.2714956998825073
167,O-1X,0.7470999956130981,36.14088047001697,1.270373821258545
167,O-T2X-R,1.1280488967895508,35.291953043449446,1.868612289428711
167,profile-0,0.7569637298583984,36.37970258955689,1.283091425895691
167,profile-1,0.7389066219329834,37.078844784585094,1.2547829151153564
168,O-1X,0.7320883274078369,36.11512452696918,1.2443711757659912
168,O-T2X-R,1.1175665855407715,35.34294629804856,1.8234816789627075
168,profile-0,0.7370776534080505,36.440190274851375,1.2558742761611938
168,profile-1,0.7188044786453247,37.17604335124234,1.226572036743164
169,O-1X,0.7010113000869751,36.408908521567206,1.208333134651184
169,O-T2X-R,1.0779021978378296,35.53343792123583,1.7851529121398926
169,profile-0,0.7072324156761169,36.69233281851482,1.2162455320358276
169,profile-1,0.691791296005249,37.36995040636162,1.1889880895614624
170,O-1X,0.7089383006095886,36.14912743321595,1.1916134357452393
170,O-T2X-R,1.0789669752120972,35.00818109172257,1.78071928024292
170,profile-0,0.7188529372215271,36.380923191098766,1.2020047903060913
170,profile-1,0.7025980353355408,37.01158357618312,1.1773695945739746
171,O-1X,0.7247437834739685,35.89764993393655,1.2143906354904175
171,O-T2X-R,1.082717776298523,34.85389316535443,1.799226999282837
171,profile-0,0.7324172854423523,36.14688894043672,1.2257328033447266
171,profile-1,0.7156174778938293,36.76155299633575,1.1978117227554321
172,O-1X,0.7202013731002808,35.91367382631751,1.2243067026138306
172,O-T2X-R,1.102181315422058,34.55878255874807,1.814064383506775
172,profile-0,0.7279083728790283,36.159946009438755,1.2352280616760254
172,profile-1,0.7128497958183289,36.753206773584814,1.207379937171936
173,O-1X,0.7062443494796753,36.00146378062003,1.2091385126113892
173,O-T2X-R,1.0705147981643677,34.698302683559746,1.8103630542755127
173,profile-0,0.7138921618461609,36.26634015873422,1.2211074829101562
173,profile-1,0.7025720477104187,36.796939506674875,1.1971246004104614
174,O-1X,0.7009798884391785,36.00393867634442,1.1929669380187988
174,O-T2X-R,1.0626999139785767,34.640070523208564,1.7715877294540405
174,profile-0,0.7082590460777283,36.26960691883757,1.2030854225158691
174,profile-1,0.6990761160850525,36.76774959654235,1.1852580308914185
175,O-1X,0.7102080583572388,35.848468284504435,1.198458194732666
175,O-T2X-R,1.062691330909729,34.533794322512634,1.7801167964935303
175,profile-0,0.7202708721160889,36.08865128294481,1.2116594314575195
175,profile-1,0.7083516120910645,36.6339743142682,1.1926822662353516
176,O-1X,0.7177453637123108,35.71705555742257,1.214372158050537
176,O-T2X-R,1.0705987215042114,34.38794620808291,1.7913479804992676
176,profile-0,0.7284116148948669,35.92385478360597,1.2313179969787598
176,profile-1,0.7161664962768555,36.4966098683197,1.208743929862976
177,O-1X,0.7144701480865479,35.71274609723724,1.2199310064315796
177,O-T2X-R,1.074814796447754,34.45492400028105,1.7991834878921509
177,profile-0,0.7252451181411743,35.93778257257338,1.235845685005188
177,profile-1,0.7138252258300781,36.48561628275446,1.2134253978729248
178,O-1X,0.7259253859519958,35.543156166471164,1.226699948310852
178,O-T2X-R,1.0734694004058838,34.252928094792885,1.7974774837493896
178,profile-0,0.734737753868103,35.784245620888626,1.241016149520874
178,profile-1,0.7246971726417542,36.300175999769394,1.2205395698547363
179,O-1X,0.734341025352478,35.37120116887947,1.2440497875213623
179,O-T2X-R,1.105731725692749,34.027700214547956,1.822485089302063
179,profile-0,0.7411344051361084,35.62373294880014,1.2540555000305176
179,profile-1,0.7310342192649841,36.141901085287806,1.235795259475708
180,O-1X,0.733791172504425,35.34484131514318,1.2521599531173706
180,O-T2X-R,1.0840494632720947,34.08065560127526,1.8357415199279785
180,profile-0,0.7387118339538574,35.63483131531263,1.2587862014770508
180,profile-1,0.7259262800216675,36.210247098699895,1.2386106252670288
181,O-1X,0.7310854196548462,35.38161158129914,1.2481456995010376
181,O-T2X-R,1.0788251161575317,34.096006672776994,1.819379210472107
181,profile-0,0.7377475500106812,35.6473793794345,1.2549186944961548
181,profile-1,0.7258769273757935,36.20344985722646,1.2328596115112305
182,O-1X,0.7277771234512329,35.38582685822303,1.245071291923523
182,O-T2X-R,1.0689728260040283,34.10844338175906,1.8049921989440918
182,profile-0,0.7345502972602844,35.64830111146753,1.2524980306625366
182,profile-1,0.7233704328536987,36.19729607249464,1.2313549518585205
183,O-1X,0.7214455008506775,35.33716780999985,1.236962914466858
183,O-T2X-R,1.0650488138198853,33.910629950430845,1.7977288961410522
183,profile-0,0.7271705865859985,35.59918413958688,1.244937777519226
183,profile-1,0.7178962826728821,36.09829177273867,1.2243740558624268
184,O-1X,0.7122324705123901,35.52921895526397,1.225862979888916
184,O-T2X-R,1.0591328144073486,34.03439082725668,1.793169617652893
184,profile-0,0.7181882262229919,35.799618461706885,1.233898401260376
184,profile-1,0.7107952833175659,36.27496846629705,1.2175261974334717
185,O-1X,0.7104856371879578,35.50429716089385,1.2225087881088257
185,O-T2X-R,1.0485584735870361,34.243931920960684,1.7855175733566284
185,profile-0,0.7124986052513123,35.83864654298289,1.2250220775604248
185,profile-1,0.7058250904083252,36.31375167734098,1.2101812362670898
186,O-1X,0.7105785012245178,35.519066908068986,1.2171781063079834
186,O-T2X-R,1.0447602272033691,34.187293430319684,1.7634501457214355
186,profile-0,0.7115223407745361,35.83482306744214,1.215433955192566
186,profile-1,0.7047866582870483,36.29093323199446,1.2019097805023193
187,O-1X,0.7143403887748718,35.54890925372848,1.2178040742874146
187,O-T2X-R,1.0691977739334106,34.04796708710388,1.7770947217941284
187,profile-0,0.7074690461158752,35.97059839627231,1.2095788717269897
187,profile-1,0.6947163939476013,36.51743122964345,1.1916364431381226
188,O-1X,0.6931972503662109,35.821669830314825,1.2049742937088013
188,O-T2X-R,1.009826898574829,34.447069529481176,1.7558091878890991
188,profile-0,0.6941025257110596,36.12155220579333,1.1925878524780273
188,profile-1,0.6810480356216431,36.64889755464327,1.1684222221374512
189,O-1X,0.6927884221076965,35.75323002901155,1.1838692426681519
189,O-T2X-R,1.0204904079437256,34.34973457619114,1.71160888671875
189,profile-0,0.693583071231842,36.08315313234242,1.181302785873413
189,profile-1,0.6824116706848145,36.597634027876815,1.1575654745101929
190,O-1X,0.6789951324462891,35.80454346768955,1.170751690864563
190,O-T2X-R,0.9999455213546753,34.4540524741683,1.697408676147461
190,profile-0,0.6806929707527161,36.15756388801861,1.1690168380737305
190,profile-1,0.6729193925857544,36.65137507326057,1.1505051851272583
191,O-1X,0.662475049495697,36.03692460556423,1.1446720361709595
191,O-T2X-R,0.975696861743927,34.72953752874616,1.665503978729248
191,profile-0,0.6688534617424011,36.29820946385041,1.1485276222229004
191,profile-1,0.6613562703132629,36.784286741672,1.1328809261322021
192,O-1X,0.6520720720291138,36.093385037982976,1.1224185228347778
192,O-T2X-R,0.9731170535087585,34.677459815682184,1.635696291923523
192,profile-0,0.6569145917892456,36.383072394159505,1.129095435142517
192,profile-1,0.6518849730491638,36.79006083161683,1.1147639751434326
193,O-1X,0.6184276938438416,36.429840617232244,1.0858075618743896
193,O-T2X-R,0.9456129670143127,35.000524271191196,1.6126298904418945
193,profile-0,0.6258533596992493,36.67009425993426,1.092569351196289
193,profile-1,0.6192457675933838,37.137619642092076,1.0808625221252441
194,O-1X,0.5936664938926697,36.64177858292184,1.0356841087341309
194,O-T2X-R,0.9068130254745483,35.23421133447891,1.557371735572815
194,profile-0,0.60174959897995,36.89564076139377,1.0442112684249878
194,profile-1,0.5974381566047668,37.35001321728686,1.0340955257415771
195,O-1X,0.5698307752609253,36.91388034541832,0.9946465492248535
195,O-T2X-R,0.8751027584075928,35.50471342828334,1.503868579864502
195,profile-0,0.5760706663131714,37.215326619433895,1.0027379989624023
195,profile-1,0.5739881992340088,37.6066278428937,0.9958053231239319
196,O-1X,0.554804265499115,37.10952426934146,0.9604334235191345
196,O-T2X-R,0.8456566333770752,35.78880200521504,1.4504648447036743
196,profile-0,0.5622048377990723,37.360985624756374,0.9658204913139343
196,profile-1,0.5593721270561218,37.77627513450873,0.9615948796272278
197,O-1X,0.5522487759590149,37.11435848096495,0.9432416558265686
197,O-T2X-R,0.8290024399757385,35.92475636129558,1.4117193222045898
197,profile-0,0.5595219731330872,37.359795578578,0.9519146680831909
197,profile-1,0.5582152009010315,37.72183613876048,0.9457587599754333
198,O-1X,0.543872058391571,37.17998184660917,0.9345030188560486
198,O-T2X-R,0.8362155556678772,35.93406715630073,1.398789644241333
198,profile-0,0.5530213713645935,37.39753874944696,0.9437438249588013
198,profile-1,0.552094578742981,37.80469794468262,0.9417288303375244
199,O-1X,0.5398837924003601,37.306830717598125,0.9248806834220886
199,O-T2X-R,0.8136072158813477,36.139680715518956,1.3888120651245117
199,profile-0,0.5470528602600098,37.5891450414776,0.934289813041687
199,profile-1,0.5456314086914062,37.981156654414235,0.930188000202179
200,O-1X,0.529732882976532,37.335490360609406,0.9123895764350891
200,O-T2X-R,0.8028281331062317,36.1231611999808,1.3586724996566772
200,profile-0,0.536795973777771,37.6038741091089,0.919409990310669
200,profile-1,0.5341865420341492,38.03700623168188,0.9133656620979309
201,O-1X,0.5206736922264099,37.48761878353943,0.8975424766540527
201,O-T2X-R,0.7951709628105164,36.30575418854051,1.3452516794204712
201,profile-0,0.5317078232765198,37.66154298706583,0.9085835814476013
201,profile-1,0.5314703583717346,38.03982659621229,0.9040398001670837
202,O-1X,0.5157854557037354,37.47957721793832,0.8863714337348938
202,O-T2X-R,0.7905678153038025,36.33726063453568,1.3354182243347168
202,profile-0,0.523639440536499,37.75036397842313,0.8984776139259338
202,profile-1,0.522433876991272,38.1577287865226,0.8949335217475891
203,O-1X,0.5075483918190002,37.677908009860786,0.8757569193840027
203,O-T2X-R,0.7676317095756531,36.45012332773923,1.3125276565551758
203,profile-0,0.5194647312164307,37.837430042851786,0.8879150152206421
203,profile-1,0.5174884796142578,38.272665215344105,0.8823773860931396
204,O-1X,0.5071240067481995,37.59855177442248,0.8684693574905396
204,O-T2X-R,0.7665584087371826,36.48269589053189,1.2885524034500122
204,profile-0,0.5137851238250732,37.86773330145388,0.8807940483093262
204,profile-1,0.5123974084854126,38.2631555235431,0.8745474219322205
205,O-1X,0.4989166855812073,37.7348367217701,0.8599731922149658
205,O-T2X-R,0.7600532174110413,36.64273639622609,1.28373122215271
205,profile-0,0.5078087449073792,37.94238670354717,0.8691970705986023
205,profile-1,0.5065518021583557,38.3210157676237,0.8649857044219971
206,O-1X,0.48829516768455505,37.84229772282594,0.8477026224136353
206,O-T2X-R,0.7619003057479858,36.66230307802014,1.2852500677108765
206,profile-0,0.49508869647979736,38.11494647781925,0.8567284941673279
206,profile-1,0.494863361120224,38.47160593354612,0.8526517748832703
207,O-1X,0.48006561398506165,37.94770824605161,0.8322343230247498
207,O-T2X-R,0.7360218167304993,36.88062089139483,1.2668793201446533
207,profile-0,0.48569509387016296,38.190264853895364,0.8398911356925964
207,profile-1,0.4860817492008209,38.557902516728475,0.8369656801223755
208,O-1X,0.46719568967819214,37.99620662529514,0.8148539066314697
208,O-T2X-R,0.7339755296707153,36.899199400125894,1.2440489530563354
208,profile-0,0.4728779196739197,38.25903487268132,0.8209777474403381
208,profile-1,0.4739549160003662,38.57071538236512,0.8203253149986267
209,O-1X,0.4638238549232483,38.07265466013079,0.8024523854255676
209,O-T2X-R,0.7281966805458069,37.0092619957896,1.239920973777771
209,profile-0,0.469012051820755,38.33983821758751,0.8083729147911072
209,profile-1,0.471487820148468,38.658080553067876,0.8098632097244263
210,O-1X,0.4475032091140747,38.21181213963703,0.7867418527603149
210,O-T2X-R,0.7171813249588013,36.95238781852954,1.2234405279159546
210,profile-0,0.4544500410556793,38.45316347683219,0.7936979532241821
210,profile-1,0.4566909372806549,38.725993444850545,0.7971001863479614
211,O-1X,0.4623301327228546,37.96566700473805,0.7897548675537109
211,O-T2X-R,0.7251642346382141,36.70782389426598,1.2201353311538696
211,profile-0,0.4678187966346741,38.20131726657435,0.7971179485321045
211,profile-1,0.46802449226379395,38.499378299117126,0.7974303364753723
212,O-1X,0.46424755454063416,37.91693564723466,0.806486964225769
212,O-T2X-R,0.7369778156280518,36.45040038303323,1.2437679767608643
212,profile-0,0.4722343385219574,38.10350759807751,0.8163354992866516
212,profile-1,0.47464442253112793,38.35172726266512,0.8168815970420837
213,O-1X,0.4826173782348633,37.65073017186925,0.8227673172950745
213,O-T2X-R,0.7374393939971924,36.35608917506878,1.2630711793899536
213,profile-0,0.48615720868110657,37.92611417003404,0.8313099145889282
213,profile-1,0.4885404706001282,38.155434343565176,0.8338143825531006
214,O-1X,0.5015628337860107,37.442623046462614,0.8555967211723328
214,O-T2X-R,0.7680338621139526,36.104388581140185,1.2884607315063477
214,profile-0,0.5066030025482178,37.66542883478924,0.8604535460472107
214,profile-1,0.5077984929084778,37.92474810260092,0.8618393540382385
215,O-1X,0.5253248810768127,37.00635433143477,0.8914860486984253
215,O-T2X-R,0.7972894906997681,35.72871355319472,1.33310067653656
215,profile-0,0.5284456014633179,37.28964057823055,0.8963629007339478
215,profile-1,0.5269462466239929,37.63397534499694,0.8943372368812561
216,O-1X,0.5511640906333923,36.790778721804486,0.9353600144386292
216,O-T2X-R,0.8423991799354553,35.36598054396,1.3949779272079468
216,profile-0,0.5549619793891907,37.026945562489274,0.9372844099998474
216,profile-1,0.5521941184997559,37.35844637537382,0.9311380386352539
217,O-1X,0.5747941136360168,36.460422250481656,0.9777950048446655
217,O-T2X-R,0.8613922595977783,34.98716325718398,1.4564872980117798
217,profile-0,0.5798394083976746,36.6627151083196,0.9825606942176819
217,profile-1,0.5758441686630249,37.00965198576318,0.9740713238716125
218,O-1X,0.6173524260520935,36.12262880182591,1.0374373197555542
218,O-T2X-R,0.9377434253692627,34.45391499295027,1.5361436605453491
